"h";"date";"prediction"
1;"16.03.2021";354.467633928571
2;"17.03.2021";467.681919642857
3;"18.03.2021";434.681919642857
4;"19.03.2021";410.646205357143
5;"20.03.2021";397.467633928571
6;"21.03.2021";246.574776785714
7;"22.03.2021";185.572429187192
8;"23.03.2021";363.174761391626
9;"24.03.2021";476.389047105911
10;"25.03.2021";443.389047105911
11;"26.03.2021";419.353332820197
12;"27.03.2021";406.174761391625
13;"28.03.2021";255.281904248768
14;"29.03.2021";194.279556650246
15;"30.03.2021";371.88188885468
16;"31.03.2021";485.096174568965
17;"01.04.2021";452.096174568965
18;"02.04.2021";428.060460283251
19;"03.04.2021";414.88188885468
20;"04.04.2021";263.989031711823
21;"05.04.2021";202.9866841133
22;"06.04.2021";380.589016317734
23;"07.04.2021";493.80330203202
24;"08.04.2021";460.80330203202
25;"09.04.2021";436.767587746305
26;"10.04.2021";423.589016317734
27;"11.04.2021";272.696159174877
28;"12.04.2021";211.693811576355
29;"13.04.2021";389.296143780788
30;"14.04.2021";502.510429495074
