"h";"date";"prediction"
1;"06.08.2020";13.321892393321
2;"07.08.2020";12.8673469387755
3;"08.08.2020";10.4128014842301
4;"09.08.2020";8.4582560296846
5;"10.08.2020";9.36734693877551
6;"11.08.2020";14.321892393321
7;"12.08.2020";15.5491651205937
8;"13.08.2020";13.3775510204082
9;"14.08.2020";12.9230055658627
10;"15.08.2020";10.4684601113173
11;"16.08.2020";8.5139146567718
12;"17.08.2020";9.42300556586271
13;"18.08.2020";14.3775510204082
14;"19.08.2020";15.6048237476809
15;"20.08.2020";13.4332096474954
16;"21.08.2020";12.9786641929499
17;"22.08.2020";10.5241187384045
18;"23.08.2020";8.569573283859
19;"24.08.2020";9.47866419294991
20;"25.08.2020";14.4332096474954
21;"26.08.2020";15.6604823747681
22;"27.08.2020";13.4888682745826
23;"28.08.2020";13.0343228200371
24;"29.08.2020";10.5797773654917
25;"30.08.2020";8.62523191094619
26;"31.08.2020";9.5343228200371
27;"01.09.2020";14.4888682745826
28;"02.09.2020";15.7161410018553
29;"03.09.2020";13.5445269016698
30;"04.09.2020";13.0899814471243
