"h";"date";"prediction"
1;"26.09.2021";4.89545454545454
2;"27.09.2021";4.39545454545454
3;"28.09.2021";11.4954545454545
4;"29.09.2021";12.8954545454545
5;"30.09.2021";10.9954545454545
6;"01.10.2021";10.3954545454545
7;"02.10.2021";11.704132231405
8;"03.10.2021";5.69462809917355
9;"04.10.2021";5.19462809917355
10;"05.10.2021";12.2946280991736
11;"06.10.2021";13.6946280991735
12;"07.10.2021";11.7946280991736
13;"08.10.2021";11.1946280991735
14;"09.10.2021";12.503305785124
15;"10.10.2021";6.49380165289255
16;"11.10.2021";5.99380165289255
17;"12.10.2021";13.0938016528926
18;"13.10.2021";14.4938016528926
19;"14.10.2021";12.5938016528926
20;"15.10.2021";11.9938016528926
21;"16.10.2021";13.302479338843
22;"17.10.2021";7.29297520661156
23;"18.10.2021";6.79297520661156
24;"19.10.2021";13.8929752066116
25;"20.10.2021";15.2929752066116
26;"21.10.2021";13.3929752066116
27;"22.10.2021";12.7929752066116
28;"23.10.2021";14.101652892562
29;"24.10.2021";8.09214876033057
30;"25.10.2021";7.59214876033057
