"ME";"MAE";"MSE";"RMSE";"MAPE"
395,6;395,6;217195,2;466,042058187885;86,0539572138994
149,333333333333;165,4;48011,4;219,115038278983;46,9705269772178
394,442666666667;394,442666666667;216191,441000296;464,963913653841;85,4530448761111
