"h";"date";"prediction"
1;"26.09.2021";918.611599297012
2;"27.09.2021";920.223198594025
3;"28.09.2021";921.834797891037
4;"29.09.2021";923.446397188049
5;"30.09.2021";925.057996485062
6;"01.10.2021";926.669595782074
7;"02.10.2021";928.281195079086
8;"03.10.2021";929.892794376099
9;"04.10.2021";931.504393673111
10;"05.10.2021";933.115992970123
11;"06.10.2021";934.727592267135
12;"07.10.2021";936.339191564148
13;"08.10.2021";937.95079086116
14;"09.10.2021";939.562390158172
15;"10.10.2021";941.173989455185
16;"11.10.2021";942.785588752197
17;"12.10.2021";944.397188049209
18;"13.10.2021";946.008787346222
19;"14.10.2021";947.620386643234
20;"15.10.2021";949.231985940246
21;"16.10.2021";950.843585237259
22;"17.10.2021";952.455184534271
23;"18.10.2021";954.066783831283
24;"19.10.2021";955.678383128296
25;"20.10.2021";957.289982425308
26;"21.10.2021";958.90158172232
27;"22.10.2021";960.513181019333
28;"23.10.2021";962.124780316345
29;"24.10.2021";963.736379613357
30;"25.10.2021";965.34797891037
