"h";"date";"prediction"
1;"21.10.2020";107.467248908297
2;"22.10.2020";107.934497816594
3;"23.10.2020";108.401746724891
4;"24.10.2020";108.868995633188
5;"25.10.2020";109.336244541485
6;"26.10.2020";109.803493449782
7;"27.10.2020";110.270742358079
8;"28.10.2020";110.737991266376
9;"29.10.2020";111.205240174672
10;"30.10.2020";111.672489082969
11;"31.10.2020";112.139737991266
12;"01.11.2020";112.606986899563
13;"02.11.2020";113.07423580786
14;"03.11.2020";113.541484716157
15;"04.11.2020";114.008733624454
16;"05.11.2020";114.475982532751
17;"06.11.2020";114.943231441048
18;"07.11.2020";115.410480349345
19;"08.11.2020";115.877729257642
20;"09.11.2020";116.344978165939
21;"10.11.2020";116.812227074236
22;"11.11.2020";117.279475982533
23;"12.11.2020";117.74672489083
24;"13.11.2020";118.213973799127
25;"14.11.2020";118.681222707424
26;"15.11.2020";119.148471615721
27;"16.11.2020";119.615720524017
28;"17.11.2020";120.082969432314
29;"18.11.2020";120.550218340611
30;"19.11.2020";121.017467248908
