"h";"date";"prediction";"lower80%";"upper80%";"lower95%";"upper95%"
1;"26.09.2021";529.151141642066;373.938482460855;684.363800823278;289.629541518441;768.672741765692
2;"27.09.2021";486.203180708085;334.795028992524;637.611332423646;252.55263337527;719.853728040901
3;"28.09.2021";687.245483398889;535.308118731152;839.182848066625;452.778263419783;921.712703377994
4;"29.09.2021";803.996858149654;643.288502550679;964.705213748628;555.9943905071;1051.99932579221
5;"30.09.2021";748.719918994476;597.855672952031;899.58416503692;515.908717871102;981.531120117849
6;"01.10.2021";789.988657745373;628.477171455906;951.50014403484;540.746812148019;1039.23050334273
7;"02.10.2021";739.065846749696;588.326787446669;889.804906052722;506.447831725302;971.683861774089
8;"03.10.2021";615.099925317994;461.416749580505;768.783101055484;377.938598665201;852.261251970787
9;"04.10.2021";556.964122718709;404.612788826176;709.315456611243;321.858072301104;792.070173136314
10;"05.10.2021";718.303426273582;566.457444975075;870.149407572089;483.977227593498;952.629624953665
11;"06.10.2021";834.708122029813;679.456848783855;989.959395275771;595.126933322213;1074.28931073741
12;"07.10.2021";843.533779816347;688.749109695912;998.318449936782;604.672645309466;1082.39491432323
13;"08.10.2021";785.058019282715;632.889438417744;937.226600147686;550.233990304729;1019.8820482607
14;"09.10.2021";757.808431056653;600.801444424093;914.815417689213;515.51785458432;1000.09900752899
15;"10.10.2021";610.499457326321;441.177616581945;779.821298070697;349.204802335448;871.794112317195
16;"11.10.2021";617.720899458491;463.576381122251;771.865417794732;379.847636562605;855.594162354378
17;"12.10.2021";754.726639301779;599.722655303871;909.730623299688;515.52706325837;993.926215345188
18;"13.10.2021";921.862027924835;761.425317991167;1082.2987378585;674.278759365424;1169.44529648425
19;"14.10.2021";972.256148008365;802.268792217168;1142.24350379956;709.934481240476;1234.57781477625
20;"15.10.2021";874.523118474632;718.900513223276;1030.14572372599;634.368896378009;1114.67734057125
21;"16.10.2021";894.801569546842;740.962943891026;1048.64019520266;657.400355159549;1132.20278393413
22;"17.10.2021";724.430188418217;564.662404230935;884.197972605499;477.879194970795;970.98118186564
23;"18.10.2021";703.587140516673;548.571246918093;858.603034115253;464.36918577513;942.805095258216
24;"19.10.2021";929.804941620073;766.263235762101;1093.34664747805;677.430094873097;1182.17978836705
25;"20.10.2021";1090.89821062411;896.007145972768;1285.78927527544;790.145553583512;1391.6508676647
26;"21.10.2021";1117.70165055577;916.593764783806;1318.80953632773;807.355298320792;1428.04800279074
27;"22.10.2021";1101.09150574302;894.249988330697;1307.93302315534;781.897108301788;1420.28590318424
28;"23.10.2021";1098.88534774116;911.80025962014;1285.97043586217;810.178744153504;1387.59195132881
29;"24.10.2021";875.224452595574;717.118088357075;1033.33081683407;631.237334844304;1119.21157034684
30;"25.10.2021";822.470428673342;661.849030172144;983.091827174539;574.602151781153;1070.33870556553
