"h";"date";"prediction";"lower80%";"upper80%";"lower95%";"upper95%"
1;"06.08.2020";553.752380952381;417.093959976686;690.410801928076;341.939522069487;765.565239835275
2;"07.08.2020";547.752380952381;411.093959976686;684.410801928076;335.939522069487;759.565239835275
3;"08.08.2020";584.038095238095;447.3796742624;720.69651621379;372.225236355201;795.850954120989
4;"09.08.2020";531.323809523809;394.665388548114;667.982230499505;319.510950640915;743.136668406704
5;"10.08.2020";500.466666666666;363.808245690971;637.125087642362;288.653807783772;712.279525549561
6;"11.08.2020";558.466666666666;421.808245690971;695.125087642362;346.653807783772;770.279525549561
7;"12.08.2020";610.221428571428;473.429617206753;747.013239936104;398.20182209526;822.241035047597
8;"13.08.2020";598.940476190476;459.900606314875;737.980346066077;383.436505584125;814.444446796827
9;"14.08.2020";592.940476190476;453.900606314875;731.980346066077;377.436505584125;808.444446796827
10;"15.08.2020";629.22619047619;490.18632060059;768.266060351791;413.722219869839;844.730161082542
11;"16.08.2020";576.511904761905;437.472034886304;715.551774637505;361.007934155553;792.015875368256
12;"17.08.2020";545.654761904762;406.614892029161;684.694631780362;330.15079129841;761.158732511113
13;"18.08.2020";603.654761904762;464.614892029161;742.694631780362;388.15079129841;819.158732511113
14;"19.08.2020";655.409523809524;515.976700150245;794.842347468803;439.29649696108;871.522550657967
15;"20.08.2020";644.128571428571;502.232308835395;786.024834021748;424.197352919878;864.059789937265
16;"21.08.2020";638.128571428571;496.232308835394;780.024834021748;418.197352919878;858.059789937265
17;"22.08.2020";674.414285714285;532.518023121109;816.310548307462;454.483067205592;894.345504222979
18;"23.08.2020";621.7;479.803737406823;763.596262593177;401.768781491306;841.631218508693
19;"24.08.2020";590.842857142857;448.94659454968;732.739119736034;370.911638634163;810.77407565155
20;"25.08.2020";648.842857142857;506.94659454968;790.739119736034;428.911638634163;868.77407565155
21;"26.08.2020";700.597619047619;558.060159051292;843.135079043946;479.672580662332;921.522657432906
22;"27.08.2020";689.316666666666;544.11709437999;834.516238953343;464.265504103591;914.367829229742
23;"28.08.2020";683.316666666666;538.11709437999;828.516238953343;458.265504103591;908.367829229742
24;"29.08.2020";719.602380952381;574.402808665704;864.801953239057;494.551218389306;944.653543515456
25;"30.08.2020";666.888095238095;521.688522951419;812.087667524771;441.83693267502;891.93925780117
26;"31.08.2020";636.030952380952;490.831380094276;781.230524667628;410.979789817877;861.082114944027
27;"01.09.2020";694.030952380952;548.831380094276;839.230524667628;468.979789817877;919.082114944027
28;"02.09.2020";745.785714285714;599.709551883208;891.861876688221;519.375886393588;972.19554217784
29;"03.09.2020";734.504761904762;585.584700200538;883.424823608985;503.687050201517;965.322473608006
30;"04.09.2020";728.504761904762;579.584700200538;877.424823608985;497.687050201517;959.322473608006
