"h";"date";"prediction";"lower80%";"upper80%";"lower95%";"upper95%"
1;"21.10.2020";86.0714285714286;60.5032826490556;111.639574493802;46.4548047464287;125.688052396428
2;"22.10.2020";82.2142857142857;56.6461397919127;107.782431636659;42.5976618892859;121.830909539286
3;"23.10.2020";83.0714285714286;57.5032826490556;108.639574493802;43.4548047464287;122.688052396428
4;"24.10.2020";79.0714285714286;53.5032826490556;104.639574493802;39.4548047464287;118.688052396428
5;"25.10.2020";64.5;38.9318540776271;90.068145922373;24.8833761750002;104.116623825
6;"26.10.2020";68.9732142857143;43.3933209949649;94.5531075764638;29.3383884731586;108.60804009827
7;"27.10.2020";92.2232142857143;66.6433209949649;117.803107576464;52.5883884731586;131.85804009827
8;"28.10.2020";97.2321428571429;71.2444369020356;123.21984881225;56.9654307527933;137.498854961492
9;"29.10.2020";93.375;67.3872940448928;119.362705955107;53.1082878956504;133.64171210435
10;"30.10.2020";94.2321428571429;68.2444369020356;120.21984881225;53.9654307527933;134.498854961492
11;"31.10.2020";90.2321428571429;64.2444369020356;116.21984881225;49.9654307527933;130.498854961492
12;"01.11.2020";75.6607142857143;49.673008330607;101.648420240822;35.3940021813647;115.927426390064
13;"02.11.2020";80.1339285714286;54.0884849180567;106.179372224801;39.7777546547279;120.490102488129
14;"03.11.2020";103.383928571429;77.3384849180567;129.429372224801;63.0277546547279;143.740102488129
15;"04.11.2020";108.392857142857;81.9013778603134;134.884336425401;67.345572271647;149.440142014067
16;"05.11.2020";104.535714285714;78.0442350031705;131.027193568258;63.4884294145042;145.582999156924
17;"06.11.2020";105.392857142857;78.9013778603134;131.884336425401;64.345572271647;146.440142014067
18;"07.11.2020";101.392857142857;74.9013778603134;127.884336425401;60.3455722716471;142.440142014067
19;"08.11.2020";86.8214285714286;60.3299492888848;113.312907853972;45.7741437002185;127.868713442639
20;"09.11.2020";91.2946428571429;64.701294660596;117.88799105369;50.0895169575775;132.499768756708
21;"10.11.2020";114.544642857143;87.9512946605959;141.13799105369;73.3395169575775;155.749768756708
22;"11.11.2020";119.553571428571;92.4788059224264;146.628336934717;77.6025123465572;161.504630510586
23;"12.11.2020";115.696428571429;88.6216630652835;142.771194077574;73.7453694894143;157.647487653443
24;"13.11.2020";116.553571428571;89.4788059224264;143.628336934717;74.6025123465572;158.504630510586
25;"14.11.2020";112.553571428571;85.4788059224264;139.628336934717;70.6025123465572;154.504630510586
26;"15.11.2020";97.9821428571429;70.9073773509978;125.056908363288;56.0310837751286;139.933201939157
27;"16.11.2020";102.455357142857;75.2367230777251;129.673991207989;60.2813805838019;144.629333701912
28;"17.11.2020";125.705357142857;98.4867230777251;152.923991207989;83.5313805838019;167.879333701912
29;"18.11.2020";130.714285714286;102.981737711713;158.446833716859;87.7440239963522;173.684547432219
30;"19.11.2020";126.857142857143;99.12459485457;154.589690859716;83.8868811392094;169.827404575076
