"h";"date";"prediction"
1;"16.03.2021";10896.6363421118
2;"17.03.2021";10896.6363421118
3;"18.03.2021";10896.6363421118
4;"19.03.2021";10896.6363421118
5;"20.03.2021";10896.6363421118
6;"21.03.2021";10896.6363421118
7;"22.03.2021";10896.6363421118
8;"23.03.2021";10896.6363421118
9;"24.03.2021";10896.6363421118
10;"25.03.2021";10896.6363421118
11;"26.03.2021";10896.6363421118
12;"27.03.2021";10896.6363421118
13;"28.03.2021";10896.6363421118
14;"29.03.2021";10896.6363421118
15;"30.03.2021";10896.6363421118
16;"31.03.2021";10896.6363421118
17;"01.04.2021";10896.6363421118
18;"02.04.2021";10896.6363421118
19;"03.04.2021";10896.6363421118
20;"04.04.2021";10896.6363421118
21;"05.04.2021";10896.6363421118
22;"06.04.2021";10896.6363421118
23;"07.04.2021";10896.6363421118
24;"08.04.2021";10896.6363421118
25;"09.04.2021";10896.6363421118
26;"10.04.2021";10896.6363421118
27;"11.04.2021";10896.6363421118
28;"12.04.2021";10896.6363421118
29;"13.04.2021";10896.6363421118
30;"14.04.2021";10896.6363421118
