"h";"date";"prediction";"lower80%";"upper80%";"lower95%";"upper95%"
1;"06.08.2020";640.255091342491;408.791882133138;871.718300551844;286.262660609821;994.24752207516
2;"07.08.2020";680.893282266383;413.946679100409;947.839885432358;272.633683458685;1089.15288107408
3;"08.08.2020";688.111366538244;397.960533550565;978.262199525924;244.363960636178;1131.85877244031
4;"09.08.2020";669.765740499421;368.005618333334;971.525862665509;208.263458954781;1131.26802204406
5;"10.08.2020";618.109460007309;322.126120853822;914.092799160796;165.442005679621;1070.776914335
6;"11.08.2020";685.73935852776;338.276680185888;1033.20203686963;154.341048985299;1217.13766807022
7;"12.08.2020";668.763666225171;311.529012795282;1025.99831965506;122.42041045872;1215.10692199162
8;"13.08.2020";675.936882610277;296.493972217214;1055.37979300334;95.6290287913582;1256.2447364292
9;"14.08.2020";717.440319645223;295.374718616543;1139.5059206739;71.9466857016461;1362.9339535888
10;"15.08.2020";723.694902611244;278.594367953695;1168.79543726879;42.972377757088;1404.4174274654
11;"16.08.2020";703.14388055421;251.981408191577;1154.30635291684;13.1504220147272;1393.13733909369
12;"17.08.2020";647.804179643368;214.992660758054;1080.61569852868;-14.1239174510372;1309.73227673777
13;"18.08.2020";717.505750680157;219.180415521494;1215.83108583882;-44.6170821063474;1479.62858346666
14;"19.08.2020";698.644426644729;195.009752987961;1202.2791003015;-71.5983386655953;1468.88719195505
15;"20.08.2020";705.07411172337;178.239808881702;1231.90841456504;-100.649424614506;1510.79764806125
16;"21.08.2020";747.28412412637;169.248458214007;1325.31979003873;-136.745139640645;1631.31338789339
17;"22.08.2020";752.751953377729;150.672773072678;1354.83113368278;-168.048692468955;1673.55259922441
18;"23.08.2020";730.400060876801;126.952063378357;1333.84805837524;-192.494010215186;1653.29413196879
19;"24.08.2020";672.052548821988;99.0712227693525;1245.03387487462;-204.246769184724;1548.3518668287
20;"25.08.2020";743.445851360317;89.9274194406429;1396.96428327999;-256.024341047696;1742.91604376833
21;"26.08.2020";723.044766844371;68.2778556146227;1377.81167807412;-278.334809898207;1724.42434358695
22;"27.08.2020";728.867318036393;49.4212056510672;1408.31343042172;-310.255839793846;1767.99047586663
23;"28.08.2020";771.654341743861;31.7080728344042;1511.60061065332;-359.995820878372;1903.30450436609
24;"29.08.2020";776.479742162174;11.0775451693822;1541.88193915497;-394.10190287386;1947.06138719821
25;"30.08.2020";752.657298319258;-9.54322962873778;1514.85782626725;-413.02781645851;1918.34241309702
26;"31.08.2020";691.85365012692;-27.5057403768092;1411.21304063065;-408.311598962252;1792.01889921609
27;"01.09.2020";764.628439814851;-51.2111246791826;1580.46800430888;-483.090502256465;2012.34738188617
28;"02.09.2020";742.970019190766;-70.0952751848911;1556.03531356642;-500.506042873538;1986.44608125507
29;"03.09.2020";748.296813071901;-91.2051623546251;1587.79878849843;-535.610663633497;2032.2042897773
30;"04.09.2020";791.555051348739;-118.402600967718;1701.5127036652;-600.10508465131;2183.21518734879
