"h";"date";"prediction"
1;"26.09.2021";788.69409184283
2;"27.09.2021";666.808276596264
3;"28.09.2021";898.743483041348
4;"29.09.2021";1148.25023580619
5;"30.09.2021";1287.22043198594
6;"01.10.2021";1300.60009489595
7;"02.10.2021";1394.01834620011
8;"03.10.2021";1328.41554279468
9;"04.10.2021";1179.47874198734
10;"05.10.2021";1456.18562205101
11;"06.10.2021";1791.9658461135
12;"07.10.2021";2009.39614594135
13;"08.10.2021";2213.38817779936
14;"09.10.2021";2409.55418075294
15;"10.10.2021";2471.06416774369
16;"11.10.2021";2409.37316253233
17;"12.10.2021";2766.22650294271
18;"13.10.2021";3263.58025894698
19;"14.10.2021";3738.4116644857
20;"15.10.2021";4188.46296019027
21;"16.10.2021";4628.05584184002
22;"17.10.2021";4934.22933549693
23;"18.10.2021";5104.37696780605
24;"19.10.2021";5689.56263411112
25;"20.10.2021";6485.39847588542
26;"21.10.2021";7095.65232014657
27;"22.10.2021";7789.15869214301
28;"23.10.2021";8376.35377373582
29;"24.10.2021";8658.399405334
30;"25.10.2021";8797.93141666758
