"h";"date";"prediction"
1;"06.08.2020";641.04511050624
2;"07.08.2020";628.034983056214
3;"08.08.2020";578.448671487658
4;"09.08.2020";532.875618274011
5;"10.08.2020";542.354043354454
6;"11.08.2020";538.222919729251
7;"12.08.2020";483.139201846435
8;"13.08.2020";417.822186338689
9;"14.08.2020";421.476924465872
10;"15.08.2020";408.485799522115
11;"16.08.2020";426.711208395902
12;"17.08.2020";479.041498738964
13;"18.08.2020";461.155624445664
14;"19.08.2020";507.682895239391
15;"20.08.2020";516.856718096027
16;"21.08.2020";556.096874525096
17;"22.08.2020";536.599714637631
18;"23.08.2020";616.839856192311
19;"24.08.2020";699.462715562491
20;"25.08.2020";727.348809832008
21;"26.08.2020";739.880858413565
22;"27.08.2020";693.523327113097
23;"28.08.2020";655.758721233733
24;"29.08.2020";661.039535514882
25;"30.08.2020";650.299595758389
26;"31.08.2020";614.458435005368
27;"01.09.2020";530.88164174577
28;"02.09.2020";433.387200357068
29;"03.09.2020";424.039307009359
30;"04.09.2020";400.526205333931
