"h";"date";"prediction"
1;"26.09.2021";12.6462253633327
2;"27.09.2021";7.15799519726956
3;"28.09.2021";16.1707721803123
4;"29.09.2021";24.3424152603219
5;"30.09.2021";20.2120596088552
6;"01.10.2021";19.2302861260366
7;"02.10.2021";21.5253065763502
8;"03.10.2021";18.7180640275244
9;"04.10.2021";14.883279186336
10;"05.10.2021";20.9224851120117
11;"06.10.2021";26.5293008665575
12;"07.10.2021";25.6157347118067
13;"08.10.2021";25.2220607106166
14;"09.10.2021";26.3384369039867
15;"10.10.2021";22.5498588436822
16;"11.10.2021";19.4054158388834
17;"12.10.2021";23.9497308526737
18;"13.10.2021";28.9596898554253
19;"14.10.2021";28.2304568817408
20;"15.10.2021";27.7406549569366
21;"16.10.2021";28.6710471772724
22;"17.10.2021";25.4213606268077
23;"18.10.2021";21.9793157554
24;"19.10.2021";24.6323601404884
25;"20.10.2021";29.0168683155619
26;"21.10.2021";29.0222319456424
27;"22.10.2021";28.3559357467851
28;"23.10.2021";28.0602944452086
29;"24.10.2021";25.0344022844919
30;"25.10.2021";21.753854276053
