"h";"date";"prediction"
1;"16.03.2021";267.379692318224
2;"17.03.2021";388.479949477784
3;"18.03.2021";323.937095271164
4;"19.03.2021";313.239791817351
5;"20.03.2021";355.608963696588
6;"21.03.2021";159.36012860995
7;"22.03.2021";58.0795320887169
8;"23.03.2021";268.148524714597
9;"24.03.2021";417.630552616002
10;"25.03.2021";392.225014273703
11;"26.03.2021";338.532034914814
12;"27.03.2021";317.161884197112
13;"28.03.2021";104.986358375987
14;"29.03.2021";48.50622458837
15;"30.03.2021";288.86026428118
16;"31.03.2021";435.056566031789
17;"01.04.2021";477.099451540841
18;"02.04.2021";374.109691643917
19;"03.04.2021";309.925366370087
20;"04.04.2021";116.899624130673
21;"05.04.2021";36.3655596464292
22;"06.04.2021";261.732736151113
23;"07.04.2021";374.056461697793
24;"08.04.2021";429.551788378934
25;"09.04.2021";360.491040289853
26;"10.04.2021";337.719648787998
27;"11.04.2021";134.520765139287
28;"12.04.2021";47.3590977273925
29;"13.04.2021";238.967809820599
30;"14.04.2021";367.388400327848
