"h";"date";"prediction"
1;"26.09.2021";1.81406799748112
2;"27.09.2021";1.02785806048679
3;"28.09.2021";17.9508019413031
4;"29.09.2021";23.2533626592926
5;"30.09.2021";18.368602718344
6;"01.10.2021";18.1479662743915
7;"02.10.2021";19.9412501233349
8;"03.10.2021";2.63615608958138
9;"04.10.2021";1.69180102083116
10;"05.10.2021";23.5208917179288
11;"06.10.2021";29.4845941367516
12;"07.10.2021";22.8012211278643
13;"08.10.2021";22.1604022335624
14;"09.10.2021";24.0613880276878
15;"10.10.2021";3.3223575880706
16;"11.10.2021";2.185301842031
17;"12.10.2021";27.9206514468355
18;"13.10.2021";34.8837515944731
19;"14.10.2021";26.982468068406
20;"15.10.2021";26.2069581924215
21;"16.10.2021";28.4241540271471
22;"17.10.2021";4.0743224679023
23;"18.10.2021";2.73877707762296
24;"19.10.2021";32.9303903329124
25;"20.10.2021";41.0944252359639
26;"21.10.2021";31.8247521394112
27;"22.10.2021";30.9139041514505
28;"23.10.2021";33.5134182209117
29;"24.10.2021";4.95336196883296
30;"25.10.2021";3.38659742234722
