"h";"date";"prediction"
1;"06.08.2020";703.023625311478
2;"07.08.2020";703.039191333546
3;"08.08.2020";735.038253351785
4;"09.08.2020";755.890709032234
5;"10.08.2020";776.301170923534
6;"11.08.2020";796.261907473043
7;"12.08.2020";815.767045633911
8;"13.08.2020";834.812417364331
9;"14.08.2020";853.395414115412
10;"15.08.2020";871.514849310249
11;"16.08.2020";889.170828740242
12;"17.08.2020";906.364628742876
13;"18.08.2020";923.098581975972
14;"19.08.2020";939.375970564976
15;"20.08.2020";955.200926370503
16;"21.08.2020";970.578338101708
17;"22.08.2020";985.513764985957
18;"23.08.2020";1000.01335669554
19;"24.08.2020";1014.08377922702
20;"25.08.2020";1027.73214642745
21;"26.08.2020";1040.96595686318
22;"27.08.2020";1053.79303573151
23;"28.08.2020";1066.22148152113
24;"29.08.2020";1078.25961713542
25;"30.08.2020";1089.91594520163
26;"31.08.2020";1101.19910729855
27;"01.09.2020";1112.11784684628
28;"02.09.2020";1122.68097541243
29;"03.09.2020";1132.89734220039
30;"04.09.2020";1142.77580649689
