"h";"date";"prediction"
1;"21.10.2020";109.503070441035
2;"22.10.2020";104.650203840915
3;"23.10.2020";103.112175111417
4;"24.10.2020";98.5031860452781
5;"25.10.2020";68.0913033537996
6;"26.10.2020";69.1923285123685
7;"27.10.2020";117.172995256748
8;"28.10.2020";130.522754560338
9;"29.10.2020";125.280711500684
10;"30.10.2020";123.615271721091
11;"31.10.2020";118.612240672585
12;"01.11.2020";85.0597981740512
13;"02.11.2020";86.2937407831013
14;"03.11.2020";138.769999403216
15;"04.11.2020";153.023620078068
16;"05.11.2020";147.441168711076
17;"06.11.2020";145.663732035172
18;"07.11.2020";140.312671370279
19;"08.11.2020";103.905938329358
20;"09.11.2020";105.263374443349
21;"10.11.2020";161.770912555676
22;"11.11.2020";176.794275280968
23;"12.11.2020";170.923948896466
24;"13.11.2020";169.051248477284
25;"14.11.2020";163.402510441124
26;"15.11.2020";124.475040399086
27;"16.11.2020";125.944122746796
28;"17.11.2020";185.959523446824
29;"18.11.2020";201.612974252256
30;"19.11.2020";195.509084461275
