"h";"date";"prediction"
1;"16.03.2021";271.872453577899
2;"17.03.2021";403.311478535497
3;"18.03.2021";373.858335161739
4;"19.03.2021";333.684812160954
5;"20.03.2021";321.399942952729
6;"21.03.2021";119.131628421515
7;"22.03.2021";34.8176914760707
8;"23.03.2021";283.920707715022
9;"24.03.2021";425.546918072595
10;"25.03.2021";393.941307521348
11;"26.03.2021";348.568106807989
12;"27.03.2021";334.126369111988
13;"28.03.2021";128.936798784454
14;"29.03.2021";38.5963208794835
15;"30.03.2021";305.701847925709
16;"31.03.2021";459.024796029255
17;"01.04.2021";425.151355268847
18;"02.04.2021";376.325738161036
19;"03.04.2021";360.945537511313
20;"04.04.2021";139.040765919205
21;"05.04.2021";41.5589268839987
22;"06.04.2021";330.834588192272
23;"07.04.2021";497.675517893659
24;"08.04.2021";461.151346510595
25;"09.04.2021";408.310940411186
26;"10.04.2021";391.826630840455
27;"11.04.2021";150.633599113734
28;"12.04.2021";44.9438283411206
29;"13.04.2021";359.718211406999
30;"14.04.2021";542.132286754773
