"h";"date";"prediction"
1;"21.10.2020";129.649405164556
2;"22.10.2020";120.128949100645
3;"23.10.2020";131.773232768669
4;"24.10.2020";113.565600701172
5;"25.10.2020";90.7565293960376
6;"26.10.2020";90.4062317865733
7;"27.10.2020";133.505589410248
8;"28.10.2020";159.333022645342
9;"29.10.2020";149.812566581431
10;"30.10.2020";161.456850249455
11;"31.10.2020";143.249218181958
12;"01.11.2020";120.440146876823
13;"02.11.2020";120.089849267359
14;"03.11.2020";163.189206891034
15;"04.11.2020";189.016640126127
16;"05.11.2020";179.496184062217
17;"06.11.2020";191.14046773024
18;"07.11.2020";172.932835662743
19;"08.11.2020";150.123764357609
20;"09.11.2020";149.773466748144
21;"10.11.2020";192.872824371819
22;"11.11.2020";218.700257606913
23;"12.11.2020";209.179801543002
24;"13.11.2020";220.824085211026
25;"14.11.2020";202.616453143529
26;"15.11.2020";179.807381838394
27;"16.11.2020";179.45708422893
28;"17.11.2020";222.556441852605
29;"18.11.2020";248.383875087698
30;"19.11.2020";238.863419023788
