"h";"date";"prediction"
1;"26.09.2021";658.635629876399
2;"27.09.2021";409.193218252438
3;"28.09.2021";822.673006895013
4;"29.09.2021";1010.09695510679
5;"30.09.2021";987.249486695533
6;"01.10.2021";870.732948418982
7;"02.10.2021";955.905531803054
8;"03.10.2021";692.368857596786
9;"04.10.2021";428.847609885028
10;"05.10.2021";859.775055091368
11;"06.10.2021";1052.9210419075
12;"07.10.2021";1026.6423142746
13;"08.10.2021";903.47068268301
14;"09.10.2021";989.810165882619
15;"10.10.2021";715.915238088573
16;"11.10.2021";442.656344190456
17;"12.10.2021";886.01905144175
18;"13.10.2021";1083.42577657219
19;"14.10.2021";1054.90747619799
20;"15.10.2021";927.13775536006
21;"16.10.2021";1014.51151634129
22;"17.10.2021";733.170444762734
23;"18.10.2021";452.855973952879
24;"19.10.2021";905.561389973432
25;"20.10.2021";1106.32949672187
26;"21.10.2021";1076.3093969639
27;"22.10.2021";945.212499068561
28;"23.10.2021";1033.54119674363
29;"24.10.2021";746.549918273615
30;"25.10.2021";460.833242223742
