"ME";"MAE";"MSE";"RMSE";"MAPE"
171,9;178,366666666667;51959,3666666667;227,945973131062;56,4867186306985
189,333333333333;189,333333333333;55312,0666666667;235,185175269758;59,8041987974017
164,657641921397;171,871906841339;48682,8590555736;220,641924972507;54,6248388902692
