"ME";"MAE";"MSE";"RMSE";"MAPE"
12524,6;12767,6;215657209;14685,2718394996;48,9401528712885
7015,06666666667;7351,93333333333;72519577,5333333;8515,84273770561;29,3296317143077
12074,232;12400,5258666667;205532084,515563;14336,3902191438;47,4942550489342
